-3.292533,-0.06650566,-1.3345706,0.026414186,-0.021026809,-2.3662546,-4.5994253,10.839278,-1.9572321,-1.3452816
-1.4858677,1.7101452,10.102288,-2.26674,-2.5909846,-0.9563838,1.5310179,-1.5727738,-4.4409065,-4.3947744
-2.559431,10.314347,1.2425649,-1.8886611,-0.4246402,-2.8356197,1.2903335,-2.3259494,0.52023363,-4.385551
12.060046,-4.364434,0.07305343,-0.96305525,-2.857243,0.015052855,2.408394,-1.1273403,-2.0703843,0.7022217
0.14768952,1.3409418,-1.6873399,-3.082951,13.291315,-1.9342866,0.9946934,0.7696016,-0.6956928,2.1606476
-1.8561752,10.834808,0.38721132,-1.9967428,-0.6187916,-3.2560256,0.30395436,-1.6551341,-0.04930391,-3.545373
-2.3815138,0.7166041,0.40667233,-2.6963906,9.946265,-3.1697707,-0.05716598,-0.5105432,2.409726,2.0200446
-2.3663402,-2.1345866,-1.2252436,0.37177292,4.436222,-3.3712828,-2.956727,1.152364,-3.021018,11.882629
0.036168355,-6.3225813,-1.7789389,-2.9876347,-3.092871,5.6910934,-0.17668965,-0.7020167,2.6812153,-0.14481911
-1.6336542,-0.77302307,-4.273143,-1.3329532,4.768197,-5.764532,-3.043945,3.1326742,0.18232542,10.264456
14.601348,-2.8547876,1.6293594,-1.6840268,-2.955335,1.0378408,-0.10394645,-0.11518055,-3.32988,0.4107184
1.0569444,-3.3913877,-2.0644073,-2.417744,-0.8612966,0.95596224,10.938623,-6.696733,2.77336,-2.4364262
-1.1435512,-2.0864527,-3.8778446,-2.1329598,5.4401464,-2.929363,-3.6440215,2.8863301,-1.4201344,11.841209
14.979856,-2.245031,-0.21139127,-3.1884685,-3.2679536,-0.23642817,1.2347438,0.8276346,-1.4289533,-0.5599396
-2.3011794,11.529771,-0.01041501,-1.6722976,0.22014593,-3.5902965,0.65092045,-1.5585306,0.99983597,-4.396208
-1.6389532,-2.9476073,-0.86575806,3.7387147,-4.565826,10.579537,-2.89485,-3.3558471,-1.6479223,-0.058006383
-0.7328258,-2.3506787,-4.823449,-2.3351374,4.767256,-3.3493114,-3.6767166,3.9557822,-1.2701937,11.661623
-0.19651705,0.74240625,-0.43440318,0.61463106,-0.4467089,-3.7538073,-4.1838484,10.285378,-3.003206,-1.6177604
-1.9299076,-3.3939877,0.16468364,5.631143,-2.2189353,0.84029,-3.1338751,-2.8637602,5.4822097,1.8080299
0.13311762,2.712194,-0.37379825,-2.531954,14.300895,-1.8771421,-0.60223436,0.7385592,-0.16283542,1.2586037
-3.4261227,-0.38782847,-2.2363334,-0.99412304,3.9319122,-3.841563,-2.4140227,1.4853293,-2.1803913,10.456556
0.9940087,-4.7184267,-3.7525067,-4.1803823,-1.256774,2.682581,11.6312895,-4.8217716,2.8016016,-2.3288095
0.42896563,-2.330845,-2.1947653,-4.7470093,1.0309567,0.10892087,13.415596,-4.2900677,-1.0134904,-2.439212
-1.8264779,-5.642605,-3.199134,0.19914937,-3.9473033,11.636119,-1.4334328,-2.5464985,0.33136997,0.0083537325
-0.3285137,1.5442071,-3.2242224,-4.8912635,11.369166,-1.9010128,1.8007867,2.0645506,-1.0946618,1.5802548
13.216176,-4.092651,1.50151,-2.3223505,-0.16638054,-1.168771,2.8613672,-1.0868657,-0.7480636,-0.7861935
-0.5803388,1.8901863,-3.5574973,-0.40780586,0.7265276,-2.0195148,-5.467723,12.066538,-3.3121016,0.533861
